season,geography,week,target,predicted_value,predicted_per_100k
2026/2027,North,27,cases,758840.5006774915,593.6225240512765
2026/2027,North,27,hospitalizations,10851.921201402,8.489194828992996
2026/2027,North,27,deaths,1245.086525165,0.9740009989856936
2026/2027,North,28,cases,1140533.528559921,892.2117248412322
2026/2027,North,28,hospitalizations,15498.7636078935,12.12430697146198
2026/2027,North,28,deaths,1909.0757008945,1.4934236313931204
2026/2027,North,29,cases,1254029.8114473105,980.99711499621
2026/2027,North,29,hospitalizations,14843.388002977,11.611622526648048
2026/2027,North,29,deaths,1775.170020011,1.38867246405308
2026/2027,North,30,cases,846496.0068033726,662.1933011078273
2026/2027,North,30,hospitalizations,10565.322667718,8.264995745255375
2026/2027,North,30,deaths,1416.737026698,1.1082790243200222
2026/2027,North,31,cases,354503.99664167804,277.31988090358425
2026/2027,North,31,hospitalizations,4963.157880149,3.882558067800325
2026/2027,North,31,deaths,614.5644614455,0.4807588768256057
2026/2027,North,32,cases,94240.042125778,73.7216999138253
2026/2027,North,32,hospitalizations,1363.125977817,1.0663404006891506
2026/2027,North,32,deaths,175.52956025650002,0.1373125189180679
2026/2027,North,33,cases,24526.222151873,19.18626890135496
2026/2027,North,33,hospitalizations,336.5668051125,0.2632880508939373
2026/2027,North,33,deaths,33.257553302000005,0.026016577551247
2026/2027,North,34,cases,12371.9483149365,9.678275183767331
2026/2027,North,34,hospitalizations,156.394121143,0.1223433288771516
2026/2027,North,34,deaths,21.504327958,0.0168223143454486
2026/2027,North,35,cases,10303.7188452865,8.06034941808306
2026/2027,North,35,hospitalizations,143.886993046,0.1125593058275843
2026/2027,North,35,deaths,19.968039912500004,0.015620513457877
2026/2027,North,36,cases,10947.118487761,8.563665357860138
2026/2027,North,36,hospitalizations,151.02420544350002,0.1181425740299423
2026/2027,North,36,deaths,17.1147376275,0.0133884442644288
2026/2027,North,37,cases,11901.507190961,9.310260499281554
2026/2027,North,37,hospitalizations,152.6356852965,0.1194031956453431
2026/2027,North,37,deaths,17.106174534,0.0133817455640134
2026/2027,North,38,cases,11912.3390301015,9.318733984401234
2026/2027,North,38,hospitalizations,142.1439911235,0.1111957976862332
2026/2027,North,38,deaths,22.6016842355,0.0176807495537058
2026/2027,North,39,cases,11529.9338112635,9.019587653895252
2026/2027,North,39,hospitalizations,165.32665769000002,0.1293310356303841
2026/2027,North,39,deaths,19.3821220675,0.0151621641345013
2026/2027,North,40,cases,11440.7150199425,8.949793956735581
2026/2027,North,40,hospitalizations,146.4095739,0.1145326596645737
2026/2027,North,40,deaths,16.744457858,0.0130987833789338
2026/2027,North,41,cases,9763.736821213,7.6379345736109405
2026/2027,North,41,hospitalizations,146.19218158,0.1143625989237559
2026/2027,North,41,deaths,17.415601513000002,0.0136238027869997
2026/2027,North,42,cases,10423.493710671,8.154046391088546
2026/2027,North,42,hospitalizations,149.6370092095,0.1170574040514734
2026/2027,North,42,deaths,19.4436384305,0.0152102868936871
2026/2027,North,43,cases,11048.361584041,8.642865377235546
2026/2027,North,43,hospitalizations,158.93734071900002,0.1243328278859339
2026/2027,North,43,deaths,17.4204841735,0.0136276223739188
2026/2027,North,44,cases,9381.954939433,7.339275864571358
2026/2027,North,44,hospitalizations,152.4341456465,0.1192455360638861
2026/2027,North,44,deaths,19.120920068,0.0149578321436653
2026/2027,North,45,cases,11639.9268530315,9.105632543465726
2026/2027,North,45,hospitalizations,158.356887193,0.1238787531668184
2026/2027,North,45,deaths,17.1651457795,0.0134278773394904
2026/2027,North,46,cases,11069.728184155,8.659579950428125
2026/2027,North,46,hospitalizations,163.4884219355,0.1278930283713971
2026/2027,North,46,deaths,24.7129759995,0.0193323619081273
2026/2027,North,47,cases,11232.05204082,8.78656196762566
2026/2027,North,47,hospitalizations,155.9415603305,0.1219893015267887
2026/2027,North,47,deaths,16.3705542865,0.0128062876810007
2026/2027,North,48,cases,11029.5561715055,8.628154358984434
2026/2027,North,48,hospitalizations,122.418614486,0.0957651138245249
2026/2027,North,48,deaths,19.3854771025,0.0151647886970321
2026/2027,North,49,cases,10118.5216847095,7.915474169844864
2026/2027,North,49,hospitalizations,154.308563703,0.1207118478604144
2026/2027,North,49,deaths,15.6291237725,0.0122262845673867
2026/2027,North,50,cases,11408.415098155,8.924526511098408
2026/2027,North,50,hospitalizations,152.2852931305,0.1191290923498508
2026/2027,North,50,deaths,15.857641076,0.0124050481130487
2026/2027,North,51,cases,10569.068903317,8.267926334529385
2026/2027,North,51,hospitalizations,148.838154608,0.1164324794665717
2026/2027,North,51,deaths,15.4221014735,0.012064336042555
2026/2027,North,52,cases,10130.199020586,7.924609066560332
2026/2027,North,52,hospitalizations,152.82946822300002,0.1195547873300835
2026/2027,North,52,deaths,19.625932567,0.0153528911765795
2026/2027,South,1,cases,23193.635968839502,22.812715182035816
2026/2027,South,1,hospitalizations,377.5925665425,0.3713911732925657
2026/2027,South,1,deaths,29.339979147,0.0288581138647952
2026/2027,South,2,cases,6175.9784590195,6.074547248447214
2026/2027,South,2,hospitalizations,120.310178375,0.1183342636081791
2026/2027,South,2,deaths,3.3538882665000003,0.0032988056671592
2026/2027,South,3,cases,5441.582142032001,5.352212292742975
2026/2027,South,3,hospitalizations,96.765416456,0.0951761891946371
2026/2027,South,3,deaths,6.0709676645,0.0059712610991935
2026/2027,South,4,cases,5666.034904724001,5.572978754456561
2026/2027,South,4,hospitalizations,98.0166734005,0.0964068961149653
2026/2027,South,4,deaths,7.3908107895,0.0072694277745714
2026/2027,South,5,cases,5636.970963347,5.544392144854183
2026/2027,South,5,hospitalizations,95.531697268,0.0939627319993846
2026/2027,South,5,deaths,7.214088801000001,0.0070956081804607
2026/2027,South,6,cases,6744.9613483225,6.634185444655853
2026/2027,South,6,hospitalizations,93.600984367,0.092063728170577
2026/2027,South,6,deaths,3.5807337495,0.0035219255523278
2026/2027,South,7,cases,7085.804709095,6.969430962928078
2026/2027,South,7,hospitalizations,135.3268247295,0.1331042840023427
2026/2027,South,7,deaths,6.576724235,0.0064687113743362
2026/2027,South,8,cases,9983.280991882,9.819320530683976
2026/2027,South,8,hospitalizations,154.86400675800002,0.152320597032113
2026/2027,South,8,deaths,9.131085007,0.0089811205904716
2026/2027,South,9,cases,15252.660798002002,15.002158653369293
2026/2027,South,9,hospitalizations,286.3769111725,0.2816735986572568
2026/2027,South,9,deaths,10.475956473500002,0.010303904554268
2026/2027,South,10,cases,32845.349606463,32.305913856426
2026/2027,South,10,hospitalizations,606.4822688625001,0.5965217045358044
2026/2027,South,10,deaths,45.294688875000006,0.044550791344338
2026/2027,South,11,cases,90930.076707361,89.4366861751468
2026/2027,South,11,hospitalizations,1589.5361754465,1.5634304207723526
2026/2027,South,11,deaths,102.865984011,0.1011765640503931
2026/2027,South,12,cases,297648.425658466,292.7599953733211
2026/2027,South,12,hospitalizations,4463.8546755225,4.390542537767911
2026/2027,South,12,deaths,316.752203725,0.3115500224530842
2026/2027,South,13,cases,810646.8460495371,797.3331838522009
2026/2027,South,13,hospitalizations,13710.570728585502,13.485395107286756
2026/2027,South,13,deaths,902.274548548,0.887456038358067
2026/2027,South,14,cases,1809483.94789709,1779.7658799724393
2026/2027,South,14,hospitalizations,29244.059298876506,28.76376935673773
2026/2027,South,14,deaths,1693.2497449635,1.6654406500042973
2026/2027,South,15,cases,3026926.803403944,2977.214057153254
2026/2027,South,15,hospitalizations,41527.525893704005,40.84549838155832
2026/2027,South,15,deaths,2998.5192820635,2.9492730868699484
2026/2027,South,16,cases,2241801.9456368545,2204.9837010917863
2026/2027,South,16,hospitalizations,39053.275391115,38.411883743456535
2026/2027,South,16,deaths,2785.789874611,2.74003744181727
2026/2027,South,17,cases,1246636.4914490646,1226.1623513091165
2026/2027,South,17,hospitalizations,21627.964080508,21.27275711314948
2026/2027,South,17,deaths,1185.0359073085,1.1655734646449594
2026/2027,South,18,cases,402183.099649437,395.5778436661392
2026/2027,South,18,hospitalizations,7048.7745952450005,6.933009013322879
2026/2027,South,18,deaths,431.3430650655,0.4242589002563338
2026/2027,South,19,cases,65455.450295658,64.38044240725665
2026/2027,South,19,hospitalizations,1216.0396564305,1.196068023550933
2026/2027,South,19,deaths,87.4536159495,0.086017321086501
2026/2027,South,20,cases,14438.8721212525,14.201735238688048
2026/2027,South,20,hospitalizations,225.021693568,0.2213260487507329
2026/2027,South,20,deaths,17.758713613,0.0174670532984562
2026/2027,South,21,cases,10439.3607186065,10.267909829923
2026/2027,South,21,hospitalizations,163.56315465050002,0.1608768744292674
2026/2027,South,21,deaths,9.755263057,0.0095950474494022
2026/2027,South,22,cases,13378.682857355,13.158957998032928
2026/2027,South,22,hospitalizations,260.2783712785,0.2560036882530102
2026/2027,South,22,deaths,15.9628301005,0.0157006644870677
2026/2027,South,23,cases,24058.896111695,23.663764720963187
2026/2027,South,23,hospitalizations,427.7941844255,0.4207683046738159
2026/2027,South,23,deaths,20.823442899,0.020481448988959
2026/2027,South,24,cases,48188.9961155895,47.397563916675466
2026/2027,South,24,hospitalizations,729.679895039,0.7176959939332609
2026/2027,South,24,deaths,54.615982343000006,0.0537189965062772
2026/2027,South,25,cases,90315.991095758,88.83268600140491
2026/2027,South,25,hospitalizations,1592.1392212875,1.5659907154780337
2026/2027,South,25,deaths,111.319937325,0.1094916738233331
2026/2027,South,26,cases,185198.02146217952,182.15642090655132
2026/2027,South,26,hospitalizations,3119.750498877,3.068513262237605
2026/2027,South,26,deaths,210.121309047,0.2066703807633132
2026/2027,South,27,cases,315288.1848379935,310.11004788698904
2026/2027,South,27,hospitalizations,5776.0447611335,5.681181863484324
2026/2027,South,27,deaths,396.9951413025,0.3904750897769282
2026/2027,South,28,cases,472752.77391662,464.9885165640478
2026/2027,South,28,hospitalizations,8983.885751443,8.83633886256401
2026/2027,South,28,deaths,477.5991907305,0.4697553382291378
2026/2027,South,29,cases,506792.2159076595,498.4689116232908
2026/2027,South,29,hospitalizations,9147.139791633,8.99691169927554
2026/2027,South,29,deaths,615.735320258,0.6056227883992346
2026/2027,South,30,cases,314235.597206138,309.0747474329372
2026/2027,South,30,hospitalizations,5298.732945948001,5.211709181086603
2026/2027,South,30,deaths,433.0233872395,0.4259116256513957
2026/2027,South,31,cases,167611.27428310702,164.85850975050562
2026/2027,South,31,hospitalizations,2528.4646516760004,2.4869384008623845
2026/2027,South,31,deaths,178.0694789965,0.1751449540907802
2026/2027,South,32,cases,44131.435187838,43.40664235944697
2026/2027,South,32,hospitalizations,690.355361835,0.6790173073808544
2026/2027,South,32,deaths,49.885343942000006,0.0490660517667719
2026/2027,South,33,cases,10525.7763934285,10.352906256512874
2026/2027,South,33,hospitalizations,186.356992849,0.1832963579214802
2026/2027,South,33,deaths,12.340850132500002,0.0121381701236987
2026/2027,South,34,cases,5966.4011293405,5.868411913004253
2026/2027,South,34,hospitalizations,98.04392035,0.0964336955740651
2026/2027,South,34,deaths,6.1587226775,0.0060575748673347
2026/2027,South,35,cases,5478.4267695445005,5.388451802346389
2026/2027,South,35,hospitalizations,90.643634772,0.0891549486202261
2026/2027,South,35,deaths,7.676776706000001,0.007550697128529
2026/2027,South,36,cases,5695.846986978,5.602301217840811
2026/2027,South,36,hospitalizations,91.8599007895,0.0903512392872044
2026/2027,South,36,deaths,3.7987131865,0.0037363250030436
2026/2027,South,37,cases,5292.430700671501,5.205510440764333
2026/2027,South,37,hospitalizations,79.9367843735,0.0786239422283952
2026/2027,South,37,deaths,8.189098678,0.0080546049782701
2026/2027,South,38,cases,4973.5814370205,4.891897799458569
2026/2027,South,38,hospitalizations,75.78272673400001,0.0745381087736066
2026/2027,South,38,deaths,5.210081039,0.0051245132491393
2026/2027,South,39,cases,5799.433656017501,5.704186630745831
2026/2027,South,39,hospitalizations,93.174573483,0.0916443204476878
2026/2027,South,39,deaths,4.8090260205,0.0047300449595766
2026/2027,South,40,cases,4787.5088107825,4.708881137851748
2026/2027,South,40,hospitalizations,102.475138979,0.1007921380635704
2026/2027,South,40,deaths,7.0751373520000005,0.0069589388012212
2026/2027,South,41,cases,6129.743566099501,6.029071694503325
2026/2027,South,41,hospitalizations,91.857479125,0.0903488573949225
2026/2027,South,41,deaths,5.4122851115,0.0053233964221264
2026/2027,South,42,cases,5467.474338783,5.377679248881777
2026/2027,South,42,hospitalizations,101.8631788375,0.1001902284522635
2026/2027,South,42,deaths,6.0969857880000005,0.0059968519139228
2026/2027,South,43,cases,5632.9752417485,5.540462047007698
2026/2027,South,43,hospitalizations,87.13077372000001,0.0856997810578392
2026/2027,South,43,deaths,4.643730813,0.0045674644786758
2026/2027,South,44,cases,4994.8927491935,4.912859105198267
2026/2027,South,44,hospitalizations,109.1875226665,0.1073942808867658
2026/2027,South,44,deaths,6.387438812500001,0.0062825346818416
2026/2027,South,45,cases,6131.332644453,6.030634674621191
2026/2027,South,45,hospitalizations,86.134579931,0.0847199482621059
2026/2027,South,45,deaths,5.5985021585000005,0.0055065551326001
2026/2027,South,46,cases,5224.2353861070005,5.13843513226163
2026/2027,South,46,hospitalizations,94.572560732,0.0930193478466864
2026/2027,South,46,deaths,4.1852021505,0.0041164664637692
2026/2027,South,47,cases,5274.0900252965,5.187470983555545
2026/2027,South,47,hospitalizations,101.611313818,0.0999424999390674
2026/2027,South,47,deaths,6.183799510500001,0.0060822398508528
2026/2027,South,48,cases,5621.659615708,5.529332263203418
2026/2027,South,48,hospitalizations,93.5746704015,0.0920378463726102
2026/2027,South,48,deaths,5.500935883,0.0054105912372737
2026/2027,South,49,cases,5609.2731289545,5.517149205971974
2026/2027,South,49,hospitalizations,98.23988213,0.0966264389748717
2026/2027,South,49,deaths,6.7875871850000005,0.006676111215709
2026/2027,South,50,cases,5372.97639043,5.284733288017341
2026/2027,South,50,hospitalizations,104.159127325,0.1024484694192396
2026/2027,South,50,deaths,5.8958174745,0.005798987489143
2026/2027,South,51,cases,5503.1017929765,5.412721575417783
2026/2027,South,51,hospitalizations,76.70238859050001,0.0754426665593847
2026/2027,South,51,deaths,5.1182718215000005,0.0050342118607443
2026/2027,South,52,cases,5289.4650379135,5.202593484582252
2026/2027,South,52,hospitalizations,101.5328639735,0.0998653385159487
2026/2027,South,52,deaths,5.401342730500001,0.0053126337533709
